height,weight,label 
129,66,비만
193,44,저체중
157,71,비만
159,90,비만
195,86,정상체중
186,76,정상체중
137,84,비만
132,73,비만
167,82,비만
194,59,저체중
163,47,저체중
182,50,저체중
161,52,정상체중
134,59,비만
172,69,정상체중
175,71,정상체중
187,81,정상체중
145,41,정상체중
131,36,정상체중
199,67,저체중
165,63,정상체중
200,82,정상체중
179,48,저체중
153,87,비만
139,83,비만
131,76,비만
165,41,저체중
148,74,비만
128,40,정상체중
172,80,비만
171,62,정상체중
191,63,저체중
180,88,비만
174,78,비만
163,90,비만
131,77,비만
167,80,비만
130,88,비만
199,86,정상체중
159,69,비만
148,62,비만
144,68,비만
191,89,정상체중
193,60,저체중
151,41,저체중
198,56,저체중
171,64,정상체중
182,36,저체중
162,45,저체중
149,50,정상체중
169,57,정상체중
135,90,비만
128,35,정상체중
181,50,저체중
158,53,정상체중
143,35,저체중
129,54,비만
178,51,저체중
184,80,정상체중
137,56,비만
193,57,저체중
187,47,저체중
192,45,저체중
166,54,정상체중
130,40,정상체중
163,79,비만
174,41,저체중
140,88,비만
190,87,정상체중
176,46,저체중
120,47,비만
131,55,비만
125,72,비만
125,62,비만
128,75,비만
180,59,저체중
131,83,비만
167,43,저체중
120,53,비만
126,74,비만
154,90,비만
166,36,저체중
190,61,저체중
181,81,정상체중
153,79,비만
152,62,비만
185,87,비만
177,65,정상체중
158,70,비만
176,89,비만
139,90,비만
175,63,정상체중
146,90,비만
175,62,정상체중
173,49,저체중
121,62,비만
120,53,비만
124,60,비만
183,58,저체중
187,69,정상체중
192,43,저체중
141,80,비만
133,43,정상체중
123,65,비만
199,82,정상체중
195,75,정상체중
163,41,저체중
126,37,정상체중
122,36,정상체중
130,55,비만
157,49,정상체중
148,59,비만
145,43,정상체중
196,71,저체중
145,49,정상체중
189,84,정상체중
128,58,비만
159,70,비만
144,54,비만
132,81,비만
140,90,비만
144,90,비만
172,65,정상체중
182,40,저체중
180,75,정상체중
128,43,비만
187,60,저체중
198,59,저체중
179,55,저체중
150,80,비만
134,44,정상체중
122,74,비만
188,61,저체중
181,39,저체중
175,35,저체중
135,40,정상체중
179,65,정상체중
177,40,저체중
169,76,비만
158,84,비만
138,77,비만
136,72,비만
188,45,저체중
187,35,저체중
175,56,저체중
150,82,비만
187,80,정상체중
143,85,비만
162,57,정상체중
184,65,정상체중
120,48,비만
141,90,비만
124,44,비만
130,86,비만
150,80,비만
181,60,저체중
137,50,비만
182,87,비만
159,75,비만
140,53,비만
127,57,비만
155,49,정상체중
197,69,저체중
171,78,비만
131,69,비만
155,75,비만
122,51,비만
123,55,비만
172,55,정상체중
141,82,비만
143,64,비만
193,88,정상체중
151,37,저체중
152,56,정상체중
133,48,비만
136,44,정상체중
164,82,비만
143,44,정상체중
183,86,비만
121,69,비만
190,86,정상체중
157,42,저체중
145,76,비만
134,76,비만
199,44,저체중
188,42,저체중
194,50,저체중
178,58,저체중
143,67,비만
154,66,비만
133,62,비만
161,79,비만
188,67,정상체중
174,72,정상체중
198,58,저체중
191,37,저체중
173,52,저체중
174,86,비만
169,36,저체중
151,90,비만
185,74,정상체중
126,37,정상체중
135,63,비만
179,84,비만
196,47,저체중
197,44,저체중
132,64,비만
140,78,비만
174,55,저체중
128,67,비만
186,73,정상체중
175,77,비만
183,71,정상체중
183,66,정상체중
162,78,비만
139,63,비만
155,64,비만
158,81,비만
139,63,비만
145,69,비만
120,52,비만
143,38,정상체중
122,44,비만
138,82,비만
189,49,저체중
172,47,저체중
133,38,정상체중
168,63,정상체중
143,77,비만
153,48,정상체중
128,52,비만
185,35,저체중
151,67,비만
136,55,비만
148,41,정상체중
188,81,정상체중
163,46,저체중
126,49,비만
160,55,정상체중
142,77,비만
163,61,정상체중
196,73,정상체중
184,87,비만
157,48,정상체중
168,80,비만
141,44,정상체중
177,41,저체중
120,78,비만
154,77,비만
162,70,비만
199,74,정상체중
188,38,저체중
133,80,비만
144,68,비만
135,83,비만
162,59,정상체중
161,47,저체중
133,70,비만
148,50,정상체중
161,47,저체중
179,86,비만
178,79,정상체중
149,40,저체중
144,88,비만
145,62,비만
157,72,비만
179,38,저체중
195,85,정상체중
175,86,비만
127,35,정상체중
151,47,정상체중
181,80,정상체중
188,61,저체중
163,63,정상체중
183,59,저체중
184,79,정상체중
159,71,비만
157,77,비만
135,62,비만
138,87,비만
161,41,저체중
179,36,저체중
128,41,비만
181,49,저체중
178,77,정상체중
125,46,비만
169,52,저체중
154,83,비만
134,57,비만
140,71,비만
130,72,비만
156,54,정상체중
143,37,저체중
181,48,저체중
130,37,정상체중
145,64,비만
163,57,정상체중
165,81,비만
167,71,비만
149,53,정상체중
177,71,정상체중
132,47,비만
180,46,저체중
182,35,저체중
129,66,비만
156,65,비만
137,49,비만
153,65,비만
136,64,비만
130,47,비만
195,87,정상체중
170,65,정상체중
172,38,저체중
189,80,정상체중
141,68,비만
125,83,비만
194,75,정상체중
120,35,정상체중
124,84,비만
142,75,비만
179,70,정상체중
190,42,저체중
176,56,저체중
138,42,정상체중
160,42,저체중
192,48,저체중
185,45,저체중
176,52,저체중
191,74,정상체중
130,66,비만
158,88,비만
192,39,저체중
157,43,저체중
160,65,비만
133,59,비만
126,85,비만
139,44,정상체중
190,73,정상체중
147,54,정상체중
156,46,정상체중
122,82,비만
166,84,비만
141,77,비만
161,47,저체중
192,46,저체중
180,58,저체중
194,53,저체중
159,39,저체중
120,61,비만
128,86,비만
145,76,비만
123,47,비만
135,59,비만
121,56,비만
196,47,저체중
158,64,비만
199,53,저체중
160,47,저체중
178,88,비만
196,39,저체중
146,35,저체중
191,74,정상체중
178,80,비만
160,80,비만
199,69,저체중
162,85,비만
169,73,비만
137,69,비만
184,67,정상체중
197,37,저체중
161,54,정상체중
130,78,비만
178,64,정상체중
133,56,비만
134,78,비만
196,71,저체중
199,72,저체중
175,52,저체중
120,51,비만
139,47,정상체중
187,83,정상체중
138,52,비만
167,79,비만
160,54,정상체중
172,86,비만
168,55,정상체중
180,78,정상체중
181,78,정상체중
185,68,정상체중
121,77,비만
125,42,비만
134,75,비만
132,64,비만
138,42,정상체중
200,51,저체중
144,44,정상체중
132,78,비만
135,48,비만
189,57,저체중
134,89,비만
180,74,정상체중
128,55,비만
135,36,정상체중
167,70,비만
160,85,비만
180,88,비만
160,48,정상체중
136,76,비만
137,72,비만
192,49,저체중
161,84,비만
182,37,저체중
197,38,저체중
196,68,저체중
164,62,정상체중
148,81,비만
148,54,정상체중
138,68,비만
146,54,비만
120,73,비만
163,54,정상체중
120,80,비만
157,53,정상체중
167,58,정상체중
163,39,저체중
198,59,저체중
179,59,저체중
196,70,저체중
127,88,비만
123,78,비만
125,63,비만
130,68,비만
125,45,비만
176,54,저체중
156,53,정상체중
125,86,비만
165,73,비만
174,85,비만
136,45,정상체중
156,69,비만
120,42,비만
173,55,저체중
124,77,비만
178,77,정상체중
168,37,저체중
143,36,저체중
165,44,저체중
183,87,비만
158,59,정상체중
199,35,저체중
180,83,비만
192,64,저체중
156,78,비만
152,90,비만
164,83,비만
163,39,저체중
160,52,정상체중
164,80,비만
166,60,정상체중
121,39,비만
179,40,저체중
139,63,비만
124,88,비만
192,49,저체중
151,57,정상체중
167,35,저체중
186,82,정상체중
141,61,비만
148,40,저체중
173,88,비만
148,42,정상체중
167,64,정상체중
139,71,비만
173,76,비만
159,81,비만
149,71,비만
127,79,비만
182,37,저체중
146,77,비만
200,59,저체중
130,87,비만
199,35,저체중
166,60,정상체중
161,52,정상체중
145,90,비만
161,90,비만
154,50,정상체중
174,73,정상체중
149,42,정상체중
183,44,저체중
161,50,정상체중
177,89,비만
167,72,비만
182,56,저체중
175,90,비만
194,83,정상체중
121,90,비만
144,38,저체중
170,54,정상체중
150,90,비만
147,60,비만
143,68,비만
150,35,저체중
157,59,정상체중
162,86,비만
173,58,정상체중
179,66,정상체중
187,72,정상체중
153,77,비만
181,66,정상체중
153,65,비만
124,54,비만
159,73,비만
165,62,정상체중
134,89,비만
173,73,정상체중
200,46,저체중
123,90,비만
168,56,정상체중
166,66,정상체중
143,78,비만
175,62,정상체중
190,73,정상체중
159,67,비만
144,82,비만
120,82,비만
142,72,비만
136,63,비만
172,51,저체중
168,68,정상체중
157,38,저체중
149,54,정상체중
132,75,비만
180,77,정상체중
139,78,비만
173,35,저체중
145,71,비만
170,88,비만
186,46,저체중
141,78,비만
182,51,저체중
172,61,정상체중
168,36,저체중
149,37,저체중
194,59,저체중
168,78,비만
184,73,정상체중
167,51,저체중
178,50,저체중
151,42,저체중
146,62,비만
129,77,비만
170,63,정상체중
197,61,저체중
144,45,정상체중
152,42,저체중
176,51,저체중
157,87,비만
168,52,저체중
150,45,정상체중
174,77,비만
142,77,비만
163,85,비만
153,53,정상체중
177,68,정상체중
123,62,비만
143,44,정상체중
121,57,비만
134,77,비만
199,54,저체중
140,44,정상체중
147,82,비만
122,80,비만
160,63,정상체중
163,71,비만
137,82,비만
131,40,정상체중
175,50,저체중
174,53,저체중
121,62,비만
123,57,비만
134,89,비만
175,86,비만
182,87,비만
162,44,저체중
124,45,비만
198,42,저체중
187,59,저체중
160,88,비만
121,71,비만
184,46,저체중
175,48,저체중
138,61,비만
175,46,저체중
126,39,정상체중
173,66,정상체중
136,84,비만
185,44,저체중
143,36,저체중
183,68,정상체중
194,39,저체중
139,88,비만
141,76,비만
121,58,비만
194,87,정상체중
198,35,저체중
137,71,비만
198,71,저체중
180,36,저체중
193,50,저체중
192,53,저체중
168,42,저체중
199,77,정상체중
192,40,저체중
130,59,비만
155,60,정상체중
182,36,저체중
151,37,저체중
177,85,비만
163,56,정상체중
183,43,저체중
126,39,정상체중
152,57,정상체중
192,42,저체중
148,86,비만
174,71,정상체중
198,85,정상체중
180,78,정상체중
197,51,저체중
140,69,비만
171,66,정상체중
172,54,저체중
196,65,저체중
138,87,비만
132,66,비만
189,43,저체중
185,73,정상체중
174,70,정상체중
133,81,비만
144,44,정상체중
140,48,정상체중
128,81,비만
175,86,비만
130,89,비만
133,79,비만
192,48,저체중
164,79,비만
150,85,비만
122,35,정상체중
138,90,비만
197,79,정상체중
172,36,저체중
147,39,저체중
156,70,비만
133,68,비만
149,87,비만
167,83,비만
190,85,정상체중
138,53,비만
123,79,비만
152,67,비만
199,36,저체중
178,70,정상체중
187,40,저체중
135,79,비만
148,83,비만
142,74,비만
188,40,저체중
181,81,정상체중
188,58,저체중
176,35,저체중
180,39,저체중
173,40,저체중
186,49,저체중
157,45,저체중
185,45,저체중
173,90,비만
182,58,저체중
172,81,비만
190,57,저체중
138,37,정상체중
184,74,정상체중
198,38,저체중
121,68,비만
191,74,정상체중
159,41,저체중
141,64,비만
168,82,비만
185,47,저체중
183,64,정상체중
155,53,정상체중
138,81,비만
166,58,정상체중
152,73,비만
164,81,비만
184,88,비만
143,69,비만
123,51,비만
148,47,정상체중
143,41,정상체중
132,44,비만
191,73,정상체중
143,35,저체중
140,77,비만
179,87,비만
151,67,비만
164,66,정상체중
134,66,비만
138,75,비만
149,50,정상체중
194,45,저체중
193,48,저체중
190,68,정상체중
172,89,비만
200,47,저체중
166,69,비만
194,52,저체중
155,71,비만
122,59,비만
144,85,비만
191,52,저체중
120,86,비만
145,37,저체중
133,69,비만
144,84,비만
181,46,저체중
184,70,정상체중
186,58,저체중
164,59,정상체중
152,87,비만
191,53,저체중
120,47,비만
183,39,저체중
173,86,비만
130,36,정상체중
164,84,비만
158,86,비만
187,75,정상체중
162,72,비만
129,87,비만
191,70,정상체중
127,49,비만
134,65,비만
187,41,저체중
170,85,비만
149,84,비만
138,52,비만
193,89,정상체중
143,68,비만
120,43,비만
130,59,비만
180,39,저체중
160,43,저체중
127,36,정상체중
145,35,저체중
170,39,저체중
182,63,정상체중
192,45,저체중
179,82,비만
171,49,저체중
194,37,저체중
168,62,정상체중
161,71,비만
144,74,비만
193,78,정상체중
139,42,정상체중
156,38,저체중
123,36,정상체중
136,53,비만
184,39,저체중
130,38,정상체중
120,65,비만
173,87,비만
195,41,저체중
195,90,정상체중
132,46,비만
171,52,저체중
178,87,비만
163,70,비만
194,50,저체중
133,45,비만
164,63,정상체중
148,43,정상체중
195,60,저체중
198,61,저체중
184,51,저체중
170,57,정상체중
181,48,저체중
143,41,정상체중
197,63,저체중
128,78,비만
127,87,비만
196,51,저체중
185,70,정상체중
191,42,저체중
142,51,비만
163,36,저체중
179,73,정상체중
151,75,비만
135,74,비만
193,87,정상체중
157,48,정상체중
187,64,저체중
139,50,비만
195,65,저체중
176,38,저체중
197,42,저체중
179,53,저체중
123,77,비만
125,68,비만
176,45,저체중
175,80,비만
192,84,정상체중
192,76,정상체중
191,85,정상체중
148,55,비만
127,61,비만
188,87,정상체중
166,76,비만
169,73,비만
173,60,정상체중
200,55,저체중
146,47,정상체중
151,44,정상체중
200,89,정상체중
131,36,정상체중
187,56,저체중
164,75,비만
197,35,저체중
178,41,저체중
143,63,비만
153,63,비만
164,47,저체중
182,82,정상체중
149,45,정상체중
176,78,비만
121,59,비만
176,46,저체중
134,66,비만
144,55,비만
158,61,정상체중
162,58,정상체중
172,39,저체중
134,51,비만
160,38,저체중
165,80,비만
178,79,정상체중
132,46,비만
188,63,저체중
178,48,저체중
124,52,비만
175,85,비만
171,55,정상체중
124,70,비만
138,82,비만
142,41,정상체중
166,61,정상체중
152,70,비만
162,77,비만
198,35,저체중
176,60,정상체중
197,62,저체중
169,76,비만
169,41,저체중
165,82,비만
172,72,정상체중
178,47,저체중
183,78,정상체중
169,82,비만
149,43,정상체중
160,48,정상체중
200,74,정상체중
120,72,비만
121,55,비만
142,66,비만
177,89,비만
184,46,저체중
145,67,비만
123,85,비만
129,45,비만
196,67,저체중
199,77,정상체중
186,72,정상체중
121,89,비만
161,70,비만
160,87,비만
141,50,비만
194,61,저체중
159,87,비만
175,76,정상체중
188,80,정상체중
159,83,비만
196,66,저체중
194,49,저체중
133,59,비만
196,87,정상체중
174,39,저체중
189,80,정상체중
179,90,비만
199,90,정상체중
124,71,비만
161,63,정상체중
163,49,저체중
189,51,저체중
149,43,정상체중
154,89,비만
162,40,저체중
129,80,비만
167,49,저체중
157,82,비만
192,51,저체중
169,43,저체중
156,81,비만
139,60,비만
187,81,정상체중
197,46,저체중
178,55,저체중
187,83,정상체중
191,56,저체중
129,45,비만
178,51,저체중
178,75,정상체중
180,80,정상체중
156,47,정상체중
155,37,저체중
153,56,정상체중
161,41,저체중
140,84,비만
149,82,비만
153,54,정상체중
183,54,저체중
177,73,정상체중
130,82,비만
183,45,저체중
128,76,비만
164,74,비만
191,42,저체중
145,61,비만
137,58,비만
126,81,비만
139,84,비만
153,55,정상체중
179,76,정상체중
189,44,저체중
128,83,비만
159,41,저체중
159,77,비만
162,52,정상체중
124,45,비만
180,60,정상체중
132,51,비만
132,55,비만
186,75,정상체중
165,87,비만
164,35,저체중
135,86,비만
160,52,정상체중
155,78,비만
138,55,비만
194,75,정상체중
188,84,정상체중
135,76,비만
143,79,비만
198,45,저체중
170,88,비만
167,64,정상체중
179,68,정상체중
186,55,저체중
131,41,정상체중
199,48,저체중
153,88,비만
161,57,정상체중
136,85,비만
177,77,정상체중
182,69,정상체중
133,78,비만
136,67,비만
133,86,비만
136,82,비만
191,61,저체중
156,40,저체중
143,35,저체중
129,48,비만
171,90,비만
160,49,정상체중
181,85,비만
141,81,비만
138,70,비만
153,43,저체중
196,85,정상체중
128,50,비만
133,68,비만
182,50,저체중
162,70,비만
174,59,정상체중
162,38,저체중
166,60,정상체중
176,66,정상체중
155,40,저체중
192,64,저체중
135,59,비만
128,85,비만
124,47,비만
165,70,비만
142,48,정상체중
130,83,비만
149,53,정상체중
193,88,정상체중
186,61,저체중
130,79,비만
169,54,정상체중
128,35,정상체중
152,72,비만
191,90,정상체중
199,89,정상체중
167,81,비만
130,74,비만
151,68,비만
162,52,정상체중
169,79,비만
135,70,비만
182,73,정상체중
185,78,정상체중
124,81,비만
137,86,비만
139,68,비만
191,66,저체중
157,64,비만
147,45,정상체중
152,57,정상체중
173,36,저체중
140,39,정상체중
142,90,비만
171,49,저체중
186,70,정상체중
121,79,비만
190,38,저체중
159,47,정상체중
171,43,저체중
198,70,저체중
192,39,저체중
170,42,저체중
176,85,비만
173,72,정상체중
170,65,정상체중
125,56,비만
131,69,비만
142,58,비만
130,74,비만
167,61,정상체중
193,75,정상체중
175,79,비만
134,59,비만
189,40,저체중
166,65,정상체중
195,78,정상체중
132,37,정상체중
198,62,저체중
170,62,정상체중
160,63,정상체중
171,44,저체중
196,69,저체중
195,40,저체중
171,90,비만
157,47,정상체중
129,81,비만
120,35,정상체중
183,70,정상체중
162,76,비만
183,65,정상체중
165,49,저체중
138,82,비만
171,87,비만
178,65,정상체중
189,43,저체중
150,61,비만
123,87,비만
157,58,정상체중
191,46,저체중
184,43,저체중
132,72,비만
150,50,정상체중
146,51,정상체중
147,44,정상체중
145,44,정상체중
123,54,비만
162,67,비만
156,67,비만
140,43,정상체중
121,60,비만
133,70,비만
184,49,저체중
171,63,정상체중
177,39,저체중
128,81,비만
156,85,비만
141,37,정상체중
160,81,비만
124,48,비만
188,64,저체중
128,37,정상체중
182,49,저체중
183,45,저체중
178,66,정상체중
176,60,정상체중
140,57,비만
158,43,저체중
185,58,저체중
149,57,비만
175,48,저체중
135,76,비만
186,53,저체중
180,47,저체중
173,81,비만
144,63,비만
169,69,정상체중
197,90,정상체중
158,64,비만
149,76,비만
175,44,저체중
140,67,비만
195,81,정상체중
160,89,비만
138,89,비만
136,42,정상체중
185,50,저체중
173,81,비만
135,78,비만
198,62,저체중
130,50,비만
129,73,비만
177,76,정상체중
176,65,정상체중
146,88,비만
169,65,정상체중
148,40,저체중
191,85,정상체중
147,89,비만
130,65,비만
141,56,비만
180,89,비만
142,82,비만
179,40,저체중
185,52,저체중
121,42,비만
194,57,저체중
139,66,비만
184,71,정상체중
135,48,비만
145,88,비만
159,43,저체중
138,72,비만
169,73,비만
170,64,정상체중
125,56,비만
149,69,비만
150,35,저체중
191,35,저체중
188,42,저체중
177,84,비만
124,69,비만
152,46,정상체중
121,52,비만
144,41,정상체중
174,82,비만
189,80,정상체중
157,47,정상체중
149,66,비만
174,83,비만
120,82,비만
181,47,저체중
131,47,비만
150,58,비만
120,86,비만
145,36,저체중
195,78,정상체중
178,76,정상체중
184,56,저체중
168,55,정상체중
152,56,정상체중
150,48,정상체중
148,46,정상체중
160,42,저체중
197,38,저체중
199,70,저체중
126,51,비만
157,58,정상체중
131,50,비만
196,49,저체중
159,40,저체중
126,88,비만
185,76,정상체중
157,46,정상체중
146,47,정상체중
152,54,정상체중
197,56,저체중
190,41,저체중
151,79,비만
127,44,비만
196,74,정상체중
130,74,비만
120,65,비만
170,85,비만
198,79,정상체중
138,76,비만
130,68,비만
132,64,비만
121,46,비만
173,52,저체중
146,44,정상체중
152,58,비만
174,66,정상체중
125,40,비만
124,82,비만
162,55,정상체중
125,62,비만
193,67,저체중
187,48,저체중
134,51,비만
180,36,저체중
126,69,비만
172,70,정상체중
186,55,저체중
135,56,비만
185,37,저체중
163,51,정상체중
130,71,비만
167,74,비만
187,60,저체중
149,75,비만
189,55,저체중
180,67,정상체중
182,55,저체중
183,89,비만
140,55,비만
187,40,저체중
176,44,저체중
198,84,정상체중
182,59,저체중
146,67,비만
184,61,저체중
159,51,정상체중
152,65,비만
170,50,저체중
142,61,비만
158,40,저체중
153,68,비만
128,85,비만
187,79,정상체중
188,45,저체중
169,62,정상체중
175,87,비만
136,69,비만
172,61,정상체중
128,87,비만
140,73,비만
178,71,정상체중
163,84,비만
134,58,비만
167,53,정상체중
168,81,비만
130,67,비만
192,38,저체중
151,82,비만
147,40,정상체중
140,41,정상체중
190,85,정상체중
141,35,저체중
141,62,비만
184,89,비만
176,62,정상체중
177,48,저체중
181,55,저체중
198,51,저체중
120,39,비만
189,35,저체중
161,48,정상체중
145,64,비만
175,36,저체중
136,39,정상체중
139,76,비만
166,64,정상체중
155,68,비만
163,66,정상체중
143,73,비만
192,83,정상체중
133,74,비만
137,85,비만
133,82,비만
158,61,정상체중
180,85,비만
189,68,정상체중
124,61,비만
172,80,비만
120,57,비만
139,85,비만
131,50,비만
182,80,정상체중
189,69,정상체중
170,90,비만
127,38,정상체중
159,72,비만
121,45,비만
177,55,저체중
168,41,저체중
190,58,저체중
174,84,비만
163,89,비만
157,50,정상체중
170,76,비만
149,76,비만
191,47,저체중
175,70,정상체중
141,45,정상체중
133,89,비만
127,38,정상체중
142,75,비만
194,67,저체중
140,63,비만
120,40,비만
176,79,비만
167,35,저체중
142,86,비만
126,40,비만
168,46,저체중
177,36,저체중
178,47,저체중
126,71,비만
161,37,저체중
174,70,정상체중
172,69,정상체중
125,59,비만
128,70,비만
182,77,정상체중
182,47,저체중
134,38,정상체중
196,52,저체중
128,73,비만
144,62,비만
196,45,저체중
195,42,저체중
152,44,정상체중
162,51,정상체중
180,52,저체중
155,44,저체중
131,64,비만
174,75,정상체중
198,88,정상체중
181,59,저체중
132,84,비만
166,47,저체중
190,67,정상체중
131,84,비만
184,35,저체중
130,73,비만
142,86,비만
147,78,비만
126,79,비만
159,56,정상체중
193,64,저체중
157,75,비만
180,77,정상체중
121,57,비만
136,68,비만
159,80,비만
191,88,정상체중
181,49,저체중
153,44,정상체중
180,84,비만
193,81,정상체중
180,63,정상체중
138,51,비만
151,73,비만
172,71,정상체중
145,37,저체중
172,36,저체중
172,73,정상체중
185,88,비만
163,40,저체중
166,45,저체중
129,35,정상체중
160,51,정상체중
160,39,저체중
189,36,저체중
177,90,비만
190,35,저체중
132,52,비만
186,58,저체중
130,39,정상체중
184,61,저체중
189,41,저체중
167,35,저체중
188,71,정상체중
185,68,정상체중
138,90,비만
179,58,저체중
122,80,비만
198,73,정상체중
169,80,비만
144,65,비만
168,52,저체중
144,82,비만
195,56,저체중
186,76,정상체중
187,73,정상체중
151,49,정상체중
178,42,저체중
133,70,비만
140,66,비만
120,48,비만
190,55,저체중
200,76,정상체중
177,76,정상체중
189,80,정상체중
120,45,비만
141,63,비만
187,75,정상체중
127,42,비만
132,71,비만
194,87,정상체중
133,75,비만
140,56,비만
195,64,저체중
150,44,정상체중
129,77,비만
129,81,비만
146,61,비만
131,48,비만
182,88,비만
125,56,비만
166,38,저체중
134,80,비만
195,80,정상체중
189,79,정상체중
176,44,저체중
132,40,정상체중
174,44,저체중
180,72,정상체중
128,67,비만
156,70,비만
143,83,비만
148,69,비만
153,38,저체중
149,90,비만
139,64,비만
136,39,정상체중
196,72,정상체중
155,65,비만
167,53,정상체중
153,37,저체중
147,89,비만
146,35,저체중
186,60,저체중
160,47,저체중
192,48,저체중
156,47,정상체중
129,48,비만
133,64,비만
129,84,비만
145,40,정상체중
193,67,저체중
179,64,정상체중
197,88,정상체중
190,60,저체중
194,77,정상체중
169,40,저체중
195,84,정상체중
123,85,비만
124,65,비만
196,61,저체중
159,57,정상체중
147,71,비만
124,61,비만
196,85,정상체중
161,40,저체중
200,73,저체중
130,40,정상체중
166,81,비만
123,35,정상체중
138,51,비만
153,41,저체중
198,66,저체중
188,46,저체중
165,53,정상체중
184,61,저체중
158,74,비만
155,67,비만
125,78,비만
198,77,정상체중
159,42,저체중
188,56,저체중
192,53,저체중
190,55,저체중
187,86,정상체중
154,56,정상체중
129,89,비만
163,90,비만
129,41,정상체중
172,68,정상체중
191,39,저체중
142,44,정상체중
149,69,비만
139,82,비만
163,48,저체중
147,78,비만
152,40,저체중
187,71,정상체중
142,40,정상체중
154,87,비만
120,61,비만
165,82,비만
120,87,비만
158,48,정상체중
170,45,저체중
168,55,정상체중
121,68,비만
171,65,정상체중
165,52,정상체중
140,88,비만
169,62,정상체중
152,74,비만
194,56,저체중
128,55,비만
196,41,저체중
152,65,비만
120,59,비만
184,45,저체중
179,90,비만
157,72,비만
132,84,비만
169,90,비만
196,65,저체중
193,46,저체중
172,53,저체중
127,71,비만
145,59,비만
127,46,비만
161,47,저체중
121,87,비만
180,64,정상체중
159,85,비만
161,70,비만
163,43,저체중
174,59,정상체중
199,83,정상체중
153,74,비만
189,70,정상체중
128,55,비만
142,35,저체중
172,65,정상체중
199,74,정상체중
173,77,비만
120,83,비만
139,79,비만
153,43,저체중
197,54,저체중
121,44,비만
165,43,저체중
171,64,정상체중
131,48,비만
189,40,저체중
160,35,저체중
195,48,저체중
192,76,정상체중
197,63,저체중
180,58,저체중
196,88,정상체중
137,64,비만
174,56,저체중
185,56,저체중
200,58,저체중
187,51,저체중
199,74,정상체중
123,69,비만
121,58,비만
160,72,비만
172,42,저체중
193,39,저체중
130,59,비만
123,72,비만
171,38,저체중
134,53,비만
197,63,저체중
121,72,비만
166,39,저체중
121,36,정상체중
182,85,비만
182,58,저체중
166,61,정상체중
173,60,정상체중
179,83,비만
176,46,저체중
160,59,정상체중
169,75,비만
199,69,저체중
177,59,정상체중
188,70,정상체중
194,42,저체중
200,80,정상체중
156,46,정상체중
185,51,저체중
157,51,정상체중
129,46,비만
165,40,저체중
187,61,저체중
161,62,정상체중
190,79,정상체중
130,40,정상체중
167,38,저체중
139,49,비만
190,59,저체중
164,82,비만
129,64,비만
134,79,비만
156,62,비만
148,43,정상체중
182,65,정상체중
154,46,정상체중
128,37,정상체중
120,70,비만
127,38,정상체중
130,68,비만
196,61,저체중
178,50,저체중
121,39,비만
167,76,비만
160,74,비만
135,78,비만
166,51,정상체중
133,53,비만
160,36,저체중
132,84,비만
121,81,비만
141,37,정상체중
183,42,저체중
169,61,정상체중
197,47,저체중
130,86,비만
196,80,정상체중
137,72,비만
147,57,비만
145,59,비만
152,40,저체중
142,53,비만
158,81,비만
145,90,비만
188,56,저체중
174,88,비만
171,53,저체중
120,54,비만
187,36,저체중
182,61,저체중
161,77,비만
161,70,비만
127,47,비만
193,59,저체중
138,75,비만
196,51,저체중
160,88,비만
184,69,정상체중
168,80,비만
160,73,비만
154,56,정상체중
163,62,정상체중
153,85,비만
123,38,비만
148,63,비만
154,67,비만
138,75,비만
159,88,비만
135,79,비만
153,41,저체중
182,61,저체중
133,50,비만
178,58,저체중
171,90,비만
137,60,비만
198,74,정상체중
175,43,저체중
176,41,저체중
158,70,비만
193,48,저체중
145,36,저체중
149,47,정상체중
198,79,정상체중
174,54,저체중
177,72,정상체중
179,37,저체중
155,76,비만
148,50,정상체중
188,76,정상체중
130,37,정상체중
156,41,저체중
157,84,비만
182,61,저체중
186,44,저체중
166,88,비만
141,40,정상체중
140,80,비만
163,81,비만
158,63,비만
183,61,저체중
153,70,비만
194,74,정상체중
151,87,비만
195,38,저체중
160,62,정상체중
167,78,비만
135,40,정상체중
183,52,저체중
156,58,정상체중
149,39,저체중
144,79,비만
176,84,비만
139,65,비만
175,57,정상체중
143,75,비만
179,88,비만
183,49,저체중
186,38,저체중
134,68,비만
187,63,저체중
146,61,비만
196,81,정상체중
120,47,비만
168,45,저체중
178,48,저체중
173,76,비만
192,61,저체중
154,76,비만
142,59,비만
174,59,정상체중
142,82,비만
191,57,저체중
175,41,저체중
125,53,비만
190,63,저체중
141,85,비만
162,66,비만
148,83,비만
159,85,비만
185,78,정상체중
173,47,저체중
152,44,정상체중
187,50,저체중
163,42,저체중
173,74,정상체중
141,56,비만
191,63,저체중
165,54,정상체중
130,66,비만
154,57,정상체중
178,47,저체중
125,84,비만
169,76,비만
185,68,정상체중
170,87,비만
183,84,비만
198,57,저체중
169,71,정상체중
153,86,비만
141,37,정상체중
196,89,정상체중
125,67,비만
177,88,비만
199,53,저체중
133,78,비만
144,85,비만
147,88,비만
129,61,비만
148,68,비만
155,63,비만
172,47,저체중
193,42,저체중
167,78,비만
165,86,비만
166,89,비만
168,81,비만
194,35,저체중
194,45,저체중
159,46,저체중
141,81,비만
142,62,비만
169,49,저체중
192,70,정상체중
